wallet,tx_count_365d,total_volume,active_weeks,avg_tx_value,tx_per_active_week,trader_activity_status,trader_volume_status,trader_consistency_status,future_tx_count,target_variable
0x3b5de40a74d5beb758217467ee53b395127db9b5,1,0.0006847390164317481,1,0.0006847390164317481,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x92f75555b1d4b193af03a02c787da2a92b080197,1286,901.7460013805143,26,0.7012021783674295,49.46153846153846,Frequent User,High Value,Consistent,8,Good Trader
0x3e1077f69983d31135087b26e4fa37b1b1e3226e,8,85.86867315981699,3,10.733584144977124,2.6666666666666665,Regular User,Medium Value,Moderate,0,Bad Trader
0x4bea8da0f81888cb425a98078a6a89d35db1c0db,421,0.015421991874776237,50,3.663180967880341e-05,8.42,Frequent User,Medium Value,Consistent,117,Good Trader
0xdc5fccdfe347edf19eab44ae2c24dd0562387c38,693,0.03410201918739059,52,4.9209262896667526e-05,13.326923076923077,Frequent User,Medium Value,Consistent,185,Good Trader
0x9f39c2de0a962e83e0f2dce215809e0eb002ddf3,4235,157.85948993255587,53,0.037274968106860894,79.90566037735849,Frequent User,Medium Value,Consistent,1581,Good Trader
0x95ebe726a42d397b3f5b8647df922360868a092e,85,20.829691115634063,22,0.24505518959569486,3.8636363636363638,Frequent User,Medium Value,Consistent,17,Good Trader
0xa7937567d854f038d82888180ae0a54af2b66544,152,2.3955941478590064,17,0.015760487814861883,8.941176470588236,Frequent User,Medium Value,Consistent,168,Good Trader
0x62312da3669427314f28a2296d35bbbeb1a78150,18,0.0005428368427165552,3,3.0157602373141953e-05,6,Regular User,Low Value,Moderate,0,Bad Trader
0x1b68982379c24ed8a697a8b7e96c50b0a1377436,108,1.2390438452532888,33,0.011472628196789712,3.272727272727273,Frequent User,Medium Value,Consistent,118,Good Trader
0x64b7899b0b08f20a589273bf378ff8a5f9468bdc,1,5.6018573553535e-06,1,5.6018573553535e-06,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x0df1806832e5918bc86722fef0dbc3e385a15be9,256,1.223883666269146,30,0.004780795571363851,8.533333333333333,Frequent User,Medium Value,Consistent,141,Good Trader
0xcc3d29e7ba2384bcb79126454ca3d0d046a8557d,230,9.598036774828609,26,0.041730594673167865,8.846153846153847,Frequent User,Medium Value,Consistent,77,Good Trader
0xa572a3385caa407e2f65cd6452cb2962314cda28,50,7.582007566090799e-05,9,1.5164015132181598e-06,5.555555555555555,Regular User,Low Value,Consistent,0,Bad Trader
0xf24a336acdeda029c6b86e983d0a4ce538fdb5e3,1,0.00017808846895183854,1,0.00017808846895183854,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x569e92287c94d23f0724b995536c1f842da7c519,42,0.4407914088826073,6,0.010495033544823984,7,Regular User,Medium Value,Consistent,93,Good Trader
0xd13303c2ff6a5743ca77c5d186c7501f24ca79af,1,0.00018140876244077114,1,0.00018140876244077114,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x267a2ad1283007f82f1e46962f45ca2947ae22e8,421,0.15846253195215232,53,0.0003763955628317157,7.943396226415095,Frequent User,Medium Value,Consistent,71,Good Trader
0xf07429226174e19c921d2d3d57a048e5856943bf,139,0.6947223028791119,7,0.0049980021789864165,19.857142857142858,Frequent User,Medium Value,Consistent,21,Good Trader
0x2fdd10403c6498f45123cbfee470a4c0fe2b71bd,28,0.7426341858362921,8,0.02652264949415329,3.5,Regular User,Medium Value,Consistent,126,Good Trader
0x458d713c65f3593459b3435a00cea2e7ab6c1d07,10,0.000626687429079916,5,6.26687429079916e-05,2,Regular User,Low Value,Moderate,0,Bad Trader
0x2cfd195031b5dc47b6eb6a908516955b2bad9601,1,0.00018138001531099683,1,0.00018138001531099683,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x2e11c2596c0ed821e42be45caf6bc596051e8540,350,2.8213602816378205,24,0.008061029376108059,14.583333333333334,Frequent User,Medium Value,Consistent,134,Good Trader
0x05dcefb689b1124bdb1b90314807b2e967a10805,13,101.47594389863066,13,7.805841838356205,1,Regular User,Medium Value,Consistent,6,Good Trader
0x1668b8055316cdc89d8e53fb328fe80302b77f62,8,0.22997703819446463,3,0.02874712977430808,2.6666666666666665,Regular User,Medium Value,Moderate,81,Good Trader
0x8b797d736a1a3ccd3f6710ef2a2e9d1e2761d71d,666,0.689651985272488,48,0.0010355134914001322,13.875,Frequent User,Medium Value,Consistent,203,Good Trader
0x258ecc0fbb40c895e1b921d291c84d897c4c1b31,15,0.07570690939019012,3,0.005047127292679341,5,Regular User,Medium Value,Moderate,79,Good Trader
0x22c218acfcbf5bdbdde4ecb8ee2285c08397e9b0,32,0.00017977496723193127,7,5.617967725997852e-06,4.571428571428571,Regular User,Low Value,Consistent,0,Bad Trader
0x0bc8950b31a77aadaa1d45c37457b596c50136f6,4,0.00012483297368844412,3,3.120824342211103e-05,1.3333333333333333,Occasional User,Low Value,Moderate,0,Bad Trader
0x5a38f8bb2471e1c9e6c0c3a566117df44635f954,1,0.0005204667845638477,1,0.0005204667845638477,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x6a2840c516ba814309a820fd8d766fdb06d633b9,1,9.504088574683994e-05,1,9.504088574683994e-05,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x38877be93e4b6bec4ba3ba695bbc539599408a0e,1,0.17482160679477982,1,0.17482160679477982,1,Occasional User,Medium Value,Inconsistent,0,Bad Trader
0xb38c934750b9d8ad8c43051031e60832c5ec682a,1,0.00018140876244077114,1,0.00018140876244077114,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0xaf0f3888772d6b4af0343273ed6f5a3d4ac74845,2,0.029727079071650675,2,0.014863539535825337,1,Occasional User,Medium Value,Inconsistent,0,Bad Trader
0x0a798a06086db64ee66d4bfc5bb6c11fb272f041,1374,28.49950995014504,53,0.020742001419319533,25.92452830188679,Frequent User,Medium Value,Consistent,577,Good Trader
0x67c453d10634e1e2ad9d06bfdd8f2ccf4c013e31,36,21.08122850115926,10,0.5855896805877572,3.6,Regular User,Medium Value,Consistent,0,Bad Trader
0xe35b6ce4eba5cbe4619617a9be12b7663dd03f98,268,0.00908585070611369,27,3.39024280078869e-05,9.925925925925926,Frequent User,Medium Value,Consistent,6,Good Trader
0x137e0538971abb22a459e14b3ba8a75194a5b4eb,1,4.580903041418949e-05,1,4.580903041418949e-05,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x46b1a74077d77adc75042a3ac9293072723dca17,4,0.7057996264990493,1,0.17644990662476231,4,Occasional User,Medium Value,Inconsistent,6,Good Trader
0x25ddb6aa4309bb2b36ef19e0ffd5d5d64ce6ac14,1,0.00018140876244077114,1,0.00018140876244077114,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0xa8b6c74bb46ca7c5835365c1656504a2d22cc858,7,0.04580864232793754,7,0.006544091761133935,1,Occasional User,Medium Value,Consistent,0,Bad Trader
0xba43d06e2797778bbfd50d1bb3ff7d857d5f8ef8,7,1.4373222578034006,2,0.2053317511147715,3.5,Occasional User,Medium Value,Inconsistent,10,Good Trader
0x3c1685174ac7c35fa5c2ea852be6c1bdd17fc932,183,433.61282900676326,36,2.3694690109659193,5.083333333333333,Frequent User,High Value,Consistent,11,Good Trader
0xa531f017e65a7eae1918a6112aa3be4a50af0da0,1,0.00018140876244077114,1,0.00018140876244077114,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x023075a001e7ca29880151f0e244703247429a9d,168,0.22279025575088762,24,0.0013261324747076645,7,Frequent User,Medium Value,Consistent,101,Good Trader
0xc0b1bc218a8ddbd674b8bffa4ad1b334d3c5fccb,1,2.3955941478590066e-06,1,2.3955941478590066e-06,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0xdf88df9c04163fc6298a190e185173e04d62b225,1,0.00018140876244077114,1,0.00018140876244077114,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x6331ff015638b3d584d2846bb1311545f13d65a9,38,0.40630705534799333,5,0.010692290930210352,7.6,Regular User,Medium Value,Moderate,152,Good Trader
0x3a681b53c0bd4ef864c7b6607bcc75bdc571a2f7,10,0.39287744024887705,4,0.0392877440248877,2.5,Regular User,Medium Value,Moderate,389,Good Trader
0x634fd5e272984ea0de8c22003d42bc496e5a9287,6,0.00037419180589557684,2,6.236530098259614e-05,3,Occasional User,Low Value,Inconsistent,0,Bad Trader
0xdcfe02927d65542ec5eb8106525954c94ffb5d72,199,3293.5642272237833,35,16.550574006149663,5.685714285714286,Frequent User,High Value,Consistent,819,Good Trader
0x326feb4f480d70dcf310a50cbe7a4592d4493f36,4,1.559297743956671,1,0.3898244359891678,4,Occasional User,Medium Value,Inconsistent,8,Good Trader
0xc47a51f2f694cbde0dacd545d55b46f62297ea01,50,5.030747710503913,13,0.10061495421007827,3.8461538461538463,Regular User,Medium Value,Consistent,6,Good Trader
0x248b39a637b435bb4763e68e890a442e5e60bc76,180,6.160019809719293,23,0.03422233227621829,7.826086956521739,Frequent User,Medium Value,Consistent,158,Good Trader
0x03e26ce2f276e3da244d90b0a646d48e502ae1de,11,0.9517602485402377,2,0.08652365895820342,5.5,Regular User,Medium Value,Inconsistent,0,Bad Trader
0x98fb5d277602062e2f2c95c9e1166d26bf786fe9,214,0.07425267926938955,7,0.0003469751367728484,30.571428571428573,Frequent User,Medium Value,Consistent,0,Bad Trader
0xf39c77ad56f48a9281731e6ab075ecbe35b8c22d,5,0.00023075656453017793,4,4.615131290603559e-05,1.25,Occasional User,Low Value,Moderate,0,Bad Trader
0xde32507f483ab978e63f5aa62e3febceb2a540bd,135,0.0718678244357702,33,0.0005323542550797792,4.090909090909091,Frequent User,Medium Value,Consistent,32,Good Trader
0x2d2c32372328163262761134fb91b03b115d12b0,445,0.08972913484279216,49,0.00020163850526470147,9.081632653061224,Frequent User,Medium Value,Consistent,113,Good Trader
0xbc14dbb46c1759f4e207a94aab5003bdcbf9af68,1,0.00018140876244077114,1,0.00018140876244077114,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x2801896b1702bf656ab08c474a41c5d8672813cb,1,3.15231442728471e-05,1,3.15231442728471e-05,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x543df2e0fa11dc182e649679752c1879deba27f6,1,8.474653857466022e-05,1,8.474653857466022e-05,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x4f78eda4e67ddf9bd65721a0bc49d8c15261c1a7,1,0.4032359625521872,1,0.4032359625521872,1,Occasional User,Medium Value,Inconsistent,1,Bad Trader
0x892823087679d14de69e4c654ac9e9d72a522933,36,4.9109680031109635,3,0.13641577786419343,12,Regular User,Medium Value,Moderate,7,Good Trader
0x4627ef0bb30713bbcbb7dafed4ccbe7ae7f31990,3,0.16769159035013045,2,0.05589719678337682,1.5,Occasional User,Medium Value,Inconsistent,11,Good Trader
0xa3235df5ce76c4fab687b794fbb146981a0d7232,48,2.2781621227309582e-05,9,4.7461710890228294e-07,5.333333333333333,Regular User,Low Value,Consistent,0,Bad Trader
0x42780eb48694fd324cc7fd7567cca07d13e24d64,3,0.035870610856225185,1,0.011956870285408394,3,Occasional User,Medium Value,Inconsistent,14,Good Trader
